Time,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50
2024/8/24 21:30,3.49,0.15,0.01,8.43,-12.04,9226.87,-60.27,-59.78,0,-1.43,-0.01,0.08,0.15,16.15,86.24,16.35,-21.2,131.37,307.71,10.59,1.47,1.58,-4.15,1.79,65.48,9.66,1.21,1.84,16.35,65.56,1.22,1.87,6.43,9.15,6.37,24,24.19,8.12,9.09,0.08,0.1,-0.48,-0.48,-94.45,-26.08,-93.97,-25.6,668.4,13.98,9.03
2024/8/24 22:00,11.9,0.52,0.05,30.86,-29.82,9009.8,-61.87,-57.44,0,-0.97,-0.07,0.27,0.11,15.29,86.23,15.51,-25.43,138.87,314.29,10.59,1.28,2.03,-4.34,1.71,68.9,9.58,1.2,1.74,15.51,68.81,1.22,1.77,5.53,9.13,5.45,23.36,23.98,8.06,9.1,0.07,0.1,-4.43,-4.43,-90.94,-32.79,-86.51,-28.37,680.04,13.91,9.01
2024/8/24 22:30,3.56,0.16,0.01,7.02,-7.57,8451.81,-67.19,-59.4,0,-1.08,-0.01,0.07,0.1,14.76,86.22,14.89,-29.19,146.37,321.44,10.58,1.79,1.84,-4.29,2.24,73.89,10.14,1.25,1.69,14.89,74.53,1.27,1.7,4.33,9.53,4.41,22.76,23.75,8.02,9.06,0.07,0.1,-7.79,-7.79,-88.02,-46.36,-80.23,-38.57,694.13,14.44,9.37
2024/8/24 23:00,1.81,0.08,0.01,6.74,-12.15,8634.48,-63.41,-52.82,0,-1.8,-0.01,0.1,0.12,15.47,86.21,15.46,-32.38,153.88,329.18,10.57,2.32,2.43,-2.45,3.54,66.43,9.2,1.17,1.76,15.46,67.65,1.19,1.76,5.73,8.94,5.95,22.22,23.51,7.98,9.04,0.07,0.1,-10.59,-10.59,-84.85,-41.98,-74.26,-31.39,665.76,13.57,8.78
2024/8/24 23:30,15.16,0.67,0.06,41.19,-42.7,7062.71,-62.19,-49.33,0,-1.04,-0.04,0.2,0.2,14.59,86.2,14.74,-34.9,161.38,337.5,10.57,2.17,2.48,-3.58,0.91,71.78,9.49,1.19,1.67,14.74,72.14,1.21,1.69,4.74,9.11,4.77,21.72,23.26,7.93,9.01,0.07,0.1,-12.86,-12.86,-71.46,-52.91,-58.61,-40.05,667.73,13.83,8.98
2024/8/25 0:00,2.46,0.11,0.02,15.93,-16.66,6798.48,-60.36,-45.78,0,-1.05,-0.01,0.1,0.16,14.71,86.21,14.89,-36.64,168.88,346.34,10.56,2.16,2.24,-2.84,1.95,71.6,9.61,1.2,1.68,14.89,72,1.22,1.7,4.76,9.2,4.79,21.29,23.02,7.91,8.98,0.07,0.1,-14.58,-14.58,-73.16,-47.56,-58.58,-32.98,661.72,13.94,9.05
2024/8/25 0:30,3.79,0.17,0.03,18.33,-19.7,6873.23,-57.8,-42.07,0,-1.07,-0.01,0.12,0.16,14.58,86.21,14.59,-37.53,170.38,349.51,10.55,2.63,2.69,-2.66,2.14,71.26,9.4,1.19,1.67,14.59,72.57,1.21,1.67,4.59,9.1,4.81,20.92,22.77,7.87,8.97,0.07,0.1,-15.74,-15.74,-61.32,-54.28,-45.59,-38.54,661.19,13.75,8.93
2024/8/25 1:00,4.87,0.21,0.02,15.22,-15.83,6764.31,-57.14,-40.54,0,-1.04,-0.01,0.11,0.13,14.15,86.21,14.4,-37.52,-176.12,4.81,10.54,1.93,2.06,-3.22,1.12,73.61,9.47,1.19,1.62,14.4,73.33,1.21,1.65,4.42,9.09,4.31,20.57,22.52,7.83,8.92,0.07,0.1,-16.6,-16.6,-66.36,-47.91,-49.76,-31.31,675.43,13.81,8.98
2024/8/25 1:30,5.62,0.25,0.02,12.51,-9.97,5514.54,-52.58,-35.24,0,-0.8,-0.01,0.12,0.08,13.61,86.19,13.73,-36.62,-168.62,13.98,10.54,1.75,1.9,-2.68,1.25,78.03,9.83,1.22,1.56,13.73,78.64,1.24,1.58,3.38,9.36,3.45,20.24,22.29,7.8,8.92,0.07,0.1,-17.33,-17.33,-57.16,-48,-39.83,-30.66,688.11,14.15,9.21
2024/8/25 2:00,3.68,0.16,0.02,14.86,-12.33,4959.54,-56.25,-38.37,0,-0.83,-0.03,0.16,0.08,14.25,86.17,14.22,-34.86,-161.12,22.81,10.53,1.86,2.12,-1.32,2.33,70.87,9.01,1.15,1.63,14.22,72.31,1.18,1.63,4.52,8.87,4.77,19.95,22.06,7.78,8.91,0.07,0.1,-17.88,-17.88,-58.79,-53.71,-40.91,-35.83,671.53,13.39,8.7
2024/8/25 2:30,1.96,0.09,0.01,3.5,-4.35,6471.06,-47.1,-28.93,0,-1.24,0,0.06,0.07,14.62,86.16,14.67,-32.33,-153.61,31.13,10.52,1.37,1.38,-2.31,1.78,67.47,8.64,1.13,1.67,14.67,68.44,1.15,1.68,5.29,8.63,5.44,19.7,21.84,7.74,8.86,0.07,0.1,-18.18,-18.18,-48.03,-46.18,-29.85,-28,661.98,13.07,8.48
2024/8/25 3:00,2.7,0.12,0.01,6.67,-5.79,6982.21,-47.45,-29.13,0,-0.87,0,0.04,0.14,14.59,86.18,14.5,-29.13,-146.11,38.86,10.52,0.42,0.78,-2.35,2.73,65.98,8.29,1.1,1.67,14.5,67.6,1.12,1.66,5.37,8.44,5.68,19.46,21.63,7.75,8.87,0.07,0.1,-18.33,-18.33,-49.41,-45.5,-31.09,-27.17,662.23,12.76,8.28
2024/8/25 3:30,3.06,0.13,0,-0.61,-8.04,7973.11,-52.67,-34.02,0,13.15,-0.01,0.11,0.07,13.93,86.17,14.03,-25.36,-138.61,45.99,10.51,1.6,1.74,-2.56,1.99,70.27,8.58,1.12,1.6,14.03,71.08,1.14,1.61,4.66,8.62,4.76,19.19,21.43,7.76,8.85,0.07,0.09,-18.65,-18.65,-54.55,-50.79,-35.9,-32.14,670.81,13.01,8.46
2024/8/25 4:00,7.83,0.34,0.03,21.52,-42.38,8170.65,-53.7,-34.45,0,-1.97,-0.06,0.24,0.17,12.93,86.13,13.11,-21.12,-131.11,52.57,10.5,3.23,3.26,-3.6,0.74,74.43,8.46,1.11,1.5,13.11,74.78,1.13,1.51,3.84,8.56,3.85,18.91,21.23,7.69,8.8,0.07,0.09,-19.25,-19.25,-62.4,-45,-43.15,-25.76,674.44,12.91,8.42
2024/8/25 4:30,3.87,0.17,0.01,6.32,-11.81,7814.95,-53.54,-33.53,0,-1.87,-0.03,0.16,0.07,12.19,86.13,12.2,-16.51,-123.61,58.66,10.49,1.28,1.9,-3.73,1.52,77.53,8.34,1.1,1.43,12.2,78.91,1.13,1.43,3.02,8.54,3.23,18.62,21.04,7.68,8.81,0.07,0.09,-20.01,-20.01,-62.73,-44.35,-42.72,-24.34,677.34,12.81,8.38
2024/8/25 5:00,-0.64,-0.03,0,-1.96,-10.53,7646.64,-54.19,-33.39,0,5.38,-0.02,0.13,0.08,11.84,86.12,11.83,-11.59,-116.11,64.34,10.49,1.34,1.51,-3.16,2,78.48,8.2,1.09,1.39,11.83,80.23,1.12,1.39,2.75,8.49,3.01,18.32,20.85,7.62,8.81,0.06,0.09,-20.79,-20.79,-57.95,-50.42,-37.16,-29.63,676.68,12.69,8.31
2024/8/25 5:30,3.81,0.17,0.01,3.74,-10.74,6914.41,-52.74,-31.17,0,-2.87,-0.01,0.1,0.11,11.48,86.11,11.39,-6.43,-108.61,69.7,10.48,0.73,0.84,-2.97,2.87,79.08,7.96,1.07,1.36,11.39,81.34,1.1,1.35,2.53,8.37,2.85,18.03,20.67,7.62,8.74,0.06,0.09,-21.57,-21.57,-58.69,-46.79,-37.12,-25.22,677.02,12.48,8.18
2024/8/25 6:00,4.76,0.21,0.01,6.11,-15.68,5135.54,-53.64,-31.35,0,-2.57,-0.02,0.14,0.11,11.69,86.12,11.59,-0.91,-101.1,74.82,10.47,1.19,1.33,1.65,3.41,78.81,8.09,1.08,1.38,11.59,81.19,1.11,1.37,2.59,8.46,2.95,17.76,20.48,7.57,8.75,0.06,0.09,-22.29,-22.29,-60.55,-46.73,-38.26,-24.43,674.32,12.6,8.25
2024/8/25 6:30,3.85,0.17,0.05,34.44,-30.39,3956.83,-46.16,-23.39,0,-0.88,-0.06,0.24,0.12,13.86,86.1,13.77,4.46,-93.6,79.8,10.46,3.88,3.9,23.75,6.44,66.73,7.75,1.06,1.59,13.77,68.62,1.08,1.58,4.97,8.19,5.3,17.53,20.3,7.56,8.76,0.06,0.09,-22.77,-22.77,-45.94,-46.38,-23.17,-23.61,650.39,12.31,8
2024/8/25 7:00,-1.36,-0.06,0.07,45.87,-24.05,4010.62,-38.01,-15.45,0.01,-0.52,-0.08,0.27,0.08,14.8,86.1,14.78,9.91,-86.1,84.71,10.46,3.76,3.81,45.42,8.52,63.2,7.86,1.07,1.69,14.78,64.39,1.09,1.69,6.01,8.18,6.22,17.41,20.11,7.58,8.76,0.06,0.09,-22.56,-22.56,-25.47,-50.54,-2.91,-27.98,642.6,12.4,8.03
2024/8/25 7:30,-1.89,-0.08,0.08,52.73,-24.31,4349.46,-30.79,-9.31,0.01,-0.46,-0.08,0.28,0.08,15.85,86.09,15.89,15.46,-78.6,89.66,10.45,3.92,3.95,96.94,17.01,59.74,8.02,1.08,1.81,15.89,60.47,1.09,1.81,7.17,8.21,7.29,17.4,19.94,7.64,8.69,0.06,0.09,-21.48,-21.48,-17.05,-44.53,4.43,-23.05,633.9,12.54,8.09
2024/8/25 8:00,-2,-0.09,0.09,63.73,-19.53,4071.87,-23.83,-4.1,0.01,-0.31,-0.11,0.33,0.06,16.13,86.09,16.29,21.03,-71.1,94.74,10.44,4.79,4.81,100.62,16.93,59.59,8.25,1.1,1.84,16.29,59.65,1.11,1.86,7.5,8.3,7.44,17.48,19.79,7.62,8.69,0.06,0.09,-19.73,-19.73,-8.26,-39.41,11.47,-19.68,635.39,12.73,8.21
2024/8/25 8:30,-3.64,-0.16,0.1,69.43,-15.13,4564.94,-15.81,1.65,0.01,-0.22,-0.1,0.31,0.05,16.72,86.1,16.8,26.56,-63.6,100.07,10.44,4.33,4.36,165.77,28.45,59.34,8.75,1.13,1.91,16.8,59.65,1.15,1.92,7.75,8.56,7.77,17.63,19.65,7.55,8.7,0.06,0.09,-17.46,-17.46,1.7,-33.32,19.16,-15.86,628.62,13.17,8.47
2024/8/25 9:00,-5.93,-0.26,0.11,72.91,-6.31,4609.97,-4.74,10.33,0.01,-0.09,-0.1,0.31,0.02,17.94,86.1,18.08,32,-56.1,105.79,10.43,4.11,4.15,187.42,31.45,54.83,8.71,1.13,2.06,18.08,54.73,1.14,2.08,9.43,8.47,9.33,17.83,19.54,7.55,8.7,0.06,0.09,-15.07,-15.07,18.38,-27.85,33.45,-12.78,617.45,13.14,8.42
2024/8/25 9:30,-8.54,-0.38,0.18,122.3,-9.11,5052.82,0.15,12.26,0.02,-0.07,-0.13,0.36,0.02,18.89,86.09,19.09,37.28,-48.59,112.05,10.42,5.03,5.08,257.15,42.37,47.98,7.62,1.05,2.19,19.09,47.41,1.05,2.22,11.68,7.79,11.4,18.12,19.46,7.54,8.65,0.06,0.09,-12.11,-12.11,27.2,-26.89,39.31,-14.79,612.36,12.2,7.79
2024/8/25 10:00,-8.09,-0.36,0.17,115.73,-10.48,4705.45,12.2,21.03,0.02,-0.09,-0.14,0.38,0.03,19.32,86.08,19.54,42.32,-41.09,119.08,10.41,5.22,5.28,268.51,44.81,46.4,7.53,1.04,2.25,19.54,45.64,1.04,2.28,12.4,7.71,12.06,18.46,19.4,7.59,8.63,0.07,0.09,-8.83,-8.83,39.41,-15.01,48.24,-6.17,610.6,12.12,7.73
2024/8/25 10:30,-9.7,-0.43,0.23,157.06,-7.92,5067.16,19.64,25.27,0.03,-0.05,-0.17,0.4,0.02,20.03,86.1,20.28,47,-33.59,127.12,10.41,5.37,5.44,309.73,49.75,45.13,7.77,1.06,2.35,20.28,44.2,1.06,2.39,13.33,7.8,12.9,18.81,19.37,7.6,8.63,0.07,0.09,-5.62,-5.62,46.25,-6.97,51.88,-1.35,606.32,12.32,7.84
2024/8/25 11:00,-14.33,-0.63,0.28,193.25,21.73,5418.35,27.54,29.66,0.04,0.11,-0.14,0.37,-0.06,20.53,86.14,20.9,51.16,-26.09,136.43,10.4,4.15,4.22,431.91,68.77,46.07,8.53,1.12,2.42,20.9,44.73,1.11,2.48,13.71,8.18,13.07,19.24,19.37,7.59,8.63,0.07,0.09,-2.12,-2.12,55.76,-0.68,57.88,1.44,604.36,12.97,8.24
2024/8/25 11:30,-8.25,-0.36,0.19,127.43,-8.41,4945.41,39.96,38.08,0.02,-0.07,-0.09,0.3,0.03,20.23,86.1,20.57,54.61,-18.59,147.26,10.39,3.6,3.7,270.84,42.24,50.29,9.55,1.2,2.38,20.57,49.01,1.19,2.43,12.39,8.79,11.83,19.77,19.39,7.64,8.63,0.07,0.09,1.88,1.88,73.02,6.9,71.14,5.02,605.35,13.9,8.84
2024/8/25 12:00,-9.03,-0.4,0.29,200.64,-32.35,4925.66,31.99,26.45,0.03,-0.16,-0.17,0.41,0.08,20.46,86.11,20.87,57.1,-11.09,159.65,10.38,2.36,3.06,175.21,25.37,56.68,11.52,1.37,2.41,20.87,55.26,1.37,2.48,11.09,10.07,10.48,20.18,19.45,7.65,8.63,0.07,0.09,5.54,5.54,50.7,13.28,45.16,7.74,599.18,15.87,10.08
2024/8/25 12:30,-1.35,-0.06,0.08,54.06,-9.51,4297.98,20.65,13.04,0.01,-0.18,-0.02,0.14,0.07,19.18,86.11,19.57,58.41,-3.59,173.27,10.38,2.78,2.79,104.48,14.12,64.27,12.26,1.43,2.23,19.57,62.95,1.44,2.29,8.47,10.65,7.97,20.43,19.52,7.65,8.62,0.07,0.09,7.61,7.61,24.09,17.21,16.48,9.6,622.91,16.64,10.62
2024/8/25 13:00,1.59,0.07,0.06,40.59,-5.14,3814.06,12.6,5.02,0.01,-0.13,-0.05,0.22,0.02,18.82,86.07,19.13,58.37,3.92,187.35,10.37,2.07,2.34,117.48,16.99,65.24,12.15,1.42,2.18,19.13,64.31,1.43,2.22,7.93,10.6,7.58,20.46,19.61,7.65,8.62,0.07,0.09,7.58,7.58,5.54,19.67,-2.04,12.09,632.83,16.53,10.56
2024/8/25 13:30,0.75,0.03,0.07,46.24,2.39,3510.49,10.57,4.1,0.01,0.05,-0.06,0.25,-0.01,18.75,86.09,19.08,56.99,11.42,200.92,10.36,1.78,2,147.95,22.91,67.37,12.57,1.46,2.17,19.08,66.3,1.47,2.22,7.47,10.89,7.09,20.44,19.69,7.65,8.62,0.07,0.09,6.46,6.46,3.82,17.31,-2.64,10.84,623.53,16.99,10.86
2024/8/25 14:00,-2.43,-0.11,0.06,40.06,1.82,3561.56,12.03,6.48,0.01,0.05,-0.01,0.1,-0.02,18.72,86.07,19.01,54.44,18.92,213.22,10.36,0.88,1.23,145.38,22.12,68.34,12.77,1.48,2.17,19.01,67.3,1.49,2.21,7.22,11.02,6.86,20.45,19.76,7.65,8.62,0.07,0.09,5.55,5.55,10,14.05,4.45,8.5,616.5,17.21,11
2024/8/25 14:30,-3.08,-0.14,0.09,59.71,4.78,2870.3,11.51,6.31,0.02,0.08,-0.02,0.13,-0.03,18.77,86.07,19.01,50.95,26.42,223.96,10.35,1.99,2.06,187.11,30.82,68.53,12.85,1.49,2.17,19.01,67.71,1.49,2.21,7.13,11.08,6.84,20.5,19.82,7.65,8.62,0.07,0.09,5.19,5.19,10.4,12.62,5.2,7.42,615.53,17.3,11.05
2024/8/25 15:00,-4.64,-0.2,0.12,80.11,2.51,3065.49,12.92,7.87,0.03,0.03,-0.01,0.12,-0.02,18.89,86.05,19.18,46.75,33.92,233.2,10.34,1.52,1.62,169.7,26.99,66.21,12.44,1.45,2.19,19.18,65.25,1.46,2.23,7.75,10.79,7.4,20.54,19.87,7.65,8.62,0.07,0.09,5.05,5.05,14.92,10.92,9.87,5.87,616.31,16.85,10.76
2024/8/25 15:30,-1.95,-0.09,0.1,65.27,-3.03,3319.22,9.45,4.04,0.02,-0.05,-0.07,0.27,0.01,18.88,86.02,19.2,42.04,41.42,241.18,10.33,2.29,2.36,110.26,16.86,65.94,12.37,1.44,2.19,19.2,64.93,1.45,2.23,7.83,10.75,7.47,20.61,19.91,7.65,8.62,0.07,0.09,5.41,5.41,9.24,9.65,3.84,4.25,613.94,16.78,10.71
2024/8/25 16:00,1.49,0.07,0.1,70.13,-45.56,2233.45,0.1,-5.37,0.01,-0.65,-0.32,0.56,0.08,16.49,85.96,16.76,36.99,48.92,248.15,10.33,5.74,5.88,43.1,8.24,71.57,11.33,1.35,1.88,16.76,71.02,1.36,1.92,5.56,10.17,5.36,20.57,19.95,7.65,8.62,0.07,0.09,5.47,5.47,-10.03,10.23,-15.5,4.76,618.41,15.68,10.08
2024/8/25 16:30,2.51,0.11,0.09,60.1,-40.48,630.29,-21.31,-25.38,0.03,-0.67,-0.27,0.51,0.08,15.41,85.96,15.3,31.69,56.43,254.38,10.32,5.71,5.82,42.22,10.1,79.02,11.76,1.39,1.76,15.3,80.2,1.4,1.74,3.46,10.51,3.7,20.3,19.98,7.61,8.62,0.07,0.09,4.07,4.07,-50.69,8.08,-54.76,4,620.21,16.14,10.42
2024/8/25 17:00,5.74,0.25,0.05,36.9,-2.21,66.78,-22.66,-23.72,0.39,-0.06,-0.15,0.38,0.01,15.79,85.94,15.28,26.24,63.93,260.07,10.31,4.89,4.94,48.14,11.94,80.19,12.33,1.44,1.8,15.28,83.24,1.45,1.74,2.92,10.9,3.6,19.9,19.99,7.59,8.62,0.07,0.09,1.07,1.07,-47.22,1.9,-48.28,0.83,620.65,16.77,10.81
2024/8/25 17:30,-2.95,-0.13,0.1,70.49,-19.01,300.41,-26.77,-24.92,0.16,-0.27,-0.11,0.33,0.05,16.75,85.92,15.28,20.7,71.43,265.38,10.31,4.65,4.7,53.45,12.34,76.65,12.51,1.46,1.92,15.28,84.46,1.47,1.74,2.71,11.05,4.57,19.57,19.98,7.56,8.61,0.07,0.09,-1.85,-1.85,-44.43,-9.1,-42.58,-7.25,618.11,16.98,10.94
2024/8/25 18:00,1.34,0.06,0.06,39.12,-23.04,386.63,-25,-20.99,0.04,-0.59,-0.08,0.28,0.08,15.27,85.94,14.83,15.12,78.93,270.44,10.3,3.96,4.06,20.01,7.11,82.54,12.27,1.44,1.74,14.83,86.38,1.46,1.69,2.31,11,3.05,19.3,19.94,7.52,8.54,0.07,0.09,-4.01,-4.01,-36.6,-13.4,-32.59,-9.39,621.36,16.71,10.79
2024/8/25 18:30,4.2,0.18,0.05,31.93,-22.56,213.99,-23.95,-18.27,0.04,-0.71,-0.08,0.27,0.08,15.13,85.94,14.75,9.56,86.43,275.38,10.29,3.78,3.83,16.29,6.53,83.81,12.37,1.45,1.73,14.75,87.08,1.47,1.68,2.18,11.03,2.8,19.04,19.88,7.56,8.54,0.07,0.09,-5.68,-5.68,-33.65,-14.25,-27.97,-8.58,625.36,16.82,10.87
2024/8/25 19:00,3.88,0.17,0.06,42.02,-24.25,324.07,-30.47,-23.29,0.05,-0.58,-0.1,0.31,0.07,14.97,85.95,14.61,4.11,93.93,280.29,10.28,4.35,4.39,5.45,4.78,85.04,12.43,1.45,1.71,14.61,88.54,1.48,1.67,1.91,11.13,2.57,18.79,19.81,7.56,8.55,0.07,0.09,-7.18,-7.18,-43.77,-17.17,-36.59,-9.99,629.58,16.89,10.92
2024/8/25 19:30,5.24,0.23,0.07,47.78,-33.66,316.24,-31.58,-23.13,0.04,-0.7,-0.15,0.38,0.08,14.81,85.92,14.5,-1.3,101.44,285.26,10.28,5.24,5.29,-1.14,4.13,84.66,12.21,1.43,1.69,14.5,88.04,1.46,1.66,1.98,10.99,2.6,18.56,19.72,7.5,8.55,0.07,0.09,-8.45,-8.45,-43.13,-20.03,-34.68,-11.58,630.76,16.65,10.77
2024/8/25 20:00,7.75,0.34,0.09,62.37,-38.3,528.26,-30.39,-20.78,0.04,-0.61,-0.15,0.38,0.1,14.88,85.91,14.76,-6.81,108.94,290.38,10.27,5.42,5.5,-2.76,4.32,83.58,12.09,1.42,1.7,14.76,86.06,1.45,1.69,2.35,10.92,2.8,18.33,19.63,7.46,8.55,0.06,0.09,-9.61,-9.61,-38.63,-22.14,-29.02,-12.53,628.01,16.52,10.67
2024/8/25 20:30,3.54,0.16,0.09,58.38,-29.47,814.39,-29.21,-18.58,0.03,-0.5,-0.12,0.35,0.08,15.01,85.94,14.98,-11.98,116.44,295.75,10.26,4.96,5.01,-2.81,3.85,83.32,12.16,1.43,1.71,14.98,85.25,1.46,1.71,2.52,10.96,2.87,18.12,19.54,7.46,8.56,0.06,0.09,-10.64,-10.64,-35.4,-23.03,-24.76,-12.39,625.5,16.59,10.72
2024/8/25 21:00,5.58,0.25,0.07,48.04,-22.82,1187.89,-33.62,-22.25,0.02,-0.47,-0.13,0.36,0.06,14.83,85.96,14.81,-16.9,123.94,301.44,10.25,4.67,4.72,-2.48,2.24,85.32,12.35,1.44,1.69,14.81,87.2,1.47,1.69,2.16,11.09,2.5,17.94,19.43,7.4,8.52,0.06,0.09,-11.37,-11.37,-36,-31.25,-24.62,-19.87,627.44,16.79,10.86
2024/8/25 21:30,5.54,0.24,0.05,36,-24.18,926.31,-26.11,-14.31,0.01,-0.67,-0.12,0.34,0.07,14.66,85.94,14.6,-21.52,131.44,307.54,10.25,5.03,5.18,-3.27,2.21,86.92,12.46,1.45,1.67,14.6,88.76,1.48,1.67,1.88,11.15,2.2,17.81,19.33,7.39,8.48,0.06,0.09,-11.8,-11.8,-28.21,-24.01,-16.41,-12.21,629.93,16.92,10.95
2024/8/25 22:00,3.38,0.15,0.08,55.72,-30.46,507.33,-26.47,-14.43,0.05,-0.55,-0.18,0.42,0.07,14.72,85.87,14.26,-25.76,138.94,314.15,10.24,5.71,5.79,-2.69,3.15,86.92,12.51,1.46,1.68,14.26,91.09,1.49,1.63,1.45,11.2,2.21,17.68,19.23,7.39,8.49,0.06,0.09,-12.04,-12.04,-28.58,-24.36,-16.54,-12.32,627.82,17,10.99
2024/8/25 22:30,5.89,0.26,0.03,23.07,63.42,729.14,-27.24,-14.98,0.11,2.75,-0.25,0.49,-0.12,16.67,85.89,13.99,-29.53,146.44,321.32,10.23,6.48,6.56,-2.56,3.88,75.06,12.09,1.42,1.91,13.99,89.7,1.44,1.6,1.65,10.85,4.89,17.55,19.14,7.39,8.49,0.06,0.09,-12.26,-12.26,-29.8,-24.68,-17.54,-12.42,619.53,16.53,10.65
2024/8/25 23:00,7.11,0.31,0.07,47.54,-43.78,792.39,-28.78,-16.1,0,-0.92,-0.18,0.41,0.1,16.4,85.89,13.81,-32.73,153.95,329.09,10.23,5.9,6.04,-1.75,3.79,73.62,11.69,1.38,1.87,13.81,88.5,1.4,1.58,1.82,10.59,4.91,17.4,19.05,7.39,8.49,0.06,0.09,-12.67,-12.67,-32.69,-24.86,-20.02,-12.19,620.88,16.1,10.31
2024/8/25 23:30,4.91,0.22,0.04,28.64,-26.11,823.07,-29.47,-16.28,0,-0.91,-0.23,0.47,0.05,14.23,85.87,13.87,-35.25,161.45,337.46,10.22,5.92,6.13,0.32,3.16,84.73,11.64,1.38,1.63,13.87,88.28,1.4,1.59,1.86,10.6,2.51,17.24,18.95,7.39,8.5,0.06,0.09,-13.19,-13.19,-33.47,-25.47,-20.28,-12.28,625.6,16.05,10.4
2024/8/26 0:00,3.56,0.16,0.06,41.84,-21.44,1027.41,-28.63,-15.01,0.02,-0.51,-0.17,0.4,0.05,14.08,85.9,14.02,-37,168.95,346.34,10.21,4.71,4.8,0.86,2.48,86.04,11.74,1.39,1.61,14.02,88.3,1.42,1.61,1.88,10.7,2.26,17.1,18.86,7.39,8.49,0.06,0.09,-13.62,-13.62,-29.83,-27.43,-16.21,-13.82,629.02,16.14,10.46
2024/8/26 0:30,2.54,0.11,0.05,34.8,-22.08,1038.67,-26.88,-13.09,0.01,-0.63,-0.18,0.42,0.05,14.17,85.89,14.1,-37.88,166.85,345.97,10.2,5.26,5.3,0.58,2.13,85.22,11.68,1.38,1.62,14.1,87.45,1.41,1.61,2.03,10.65,2.41,16.99,18.77,7.39,8.43,0.06,0.09,-13.79,-13.79,-24.68,-29.09,-10.89,-15.29,629.34,16.08,10.42
2024/8/26 1:00,5.31,0.23,0.05,34.1,-31.02,1018.1,-22.4,-8.68,0,-0.91,-0.19,0.42,0.07,14.14,85.87,14.02,-37.87,-176.05,4.93,10.2,5.92,5.97,-3.38,2.22,83.71,11.38,1.35,1.62,14.02,86.11,1.38,1.61,2.23,10.44,2.65,16.91,18.68,7.42,8.43,0.06,0.09,-13.73,-13.73,-19.61,-25.2,-5.88,-11.47,628.48,15.77,10.21
2024/8/26 1:30,5.55,0.24,0.08,58.05,-30.05,1581.34,-25.58,-11.93,0.02,-0.52,-0.23,0.47,0.06,14.18,85.87,14.12,-36.95,-168.55,14.15,10.19,5.94,5.99,-1.18,1.49,82.71,11.25,1.34,1.62,14.12,85.12,1.38,1.62,2.41,10.38,2.82,16.82,18.59,7.46,8.43,0.06,0.09,-13.65,-13.65,-26.05,-25.12,-12.4,-11.47,627.99,15.63,10.12
2024/8/26 2:00,3.19,0.14,0.07,47.23,-26.25,1920.78,-22.39,-8.73,0.01,-0.56,-0.2,0.44,0.06,14.22,85.88,14.17,-35.17,-161.05,23.01,10.18,5.99,6.04,-0.2,1.07,82.57,11.26,1.34,1.63,14.17,84.79,1.38,1.62,2.47,10.37,2.85,16.73,18.51,7.49,8.43,0.06,0.09,-13.65,-13.65,-20.3,-24.48,-6.64,-10.82,626.68,15.64,10.13
2024/8/26 2:30,4.07,0.18,0.09,62.11,-28.55,2296.59,-22.59,-8.91,0.01,-0.46,-0.26,0.5,0.05,14.03,85.86,13.98,-32.62,-153.54,31.36,10.17,6.22,6.28,-0.55,0.61,83.47,11.23,1.34,1.61,13.98,85.68,1.37,1.6,2.29,10.36,2.66,16.64,18.43,7.57,8.43,0.06,0.09,-13.68,-13.68,-21.19,-23.99,-7.51,-10.32,627.71,15.61,10.12
2024/8/26 3:00,1.26,0.06,0.06,42.84,-23.68,1937.92,-27.07,-13.33,0.01,-0.55,-0.21,0.45,0.05,14.12,85.89,14.05,-29.4,-146.04,39.12,10.17,6.46,6.54,-0.32,0.63,80.87,10.85,1.31,1.62,14.05,83.22,1.34,1.61,2.7,10.1,3.1,16.55,18.35,7.56,8.43,0.06,0.09,-13.74,-13.74,-30.72,-23.41,-16.99,-9.68,629.08,15.22,9.86
2024/8/26 3:30,1.81,0.08,0.04,30.52,-16.72,2075.09,-27.05,-13.21,0.01,-0.55,-0.13,0.36,0.04,14.03,85.89,13.98,-25.61,-138.54,46.27,10.16,4.93,4.99,-0.59,0.51,81.38,10.86,1.31,1.61,13.98,83.59,1.34,1.6,2.63,10.11,3,16.45,18.27,7.53,8.42,0.06,0.09,-13.84,-13.84,-25.35,-28.74,-11.51,-14.91,632.8,15.23,9.87
2024/8/26 4:00,2.47,0.11,0.04,30.56,-17.4,2478.1,-21.83,-7.92,0.01,-0.57,-0.11,0.33,0.05,14.12,85.89,14.08,-21.36,-131.04,52.86,10.15,4.24,4.3,-0.83,0.48,81.16,10.91,1.31,1.62,14.08,83.23,1.34,1.61,2.7,10.12,3.05,16.37,18.2,7.57,8.36,0.06,0.09,-13.9,-13.9,-19.29,-24.37,-5.39,-10.46,632.75,15.27,9.89
